MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Age,Remodeled,TotalBathrooms,OverallQualCond,TotalPorchSF,LotFrontageRatio,PricePerSF,TimeSinceRemodel
SC70,RM,60.0,6882.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6.0,7.0,1914.0,2006.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,TA,Y,SBrkr,773.0,582.0,0.0,1355.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,No,No,Y,136.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2007.0,WD,Normal,127000.0,2039.0,93.0,1,1.5,13.0,0.0,0.008718395815170008,62.2854340362923,1.0
SC120,RL,0.0,3696.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,1986.0,1986.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,1074.0,GasA,Ex,Y,SBrkr,1088.0,0.0,0.0,1088.0,0.0,0.0,1.0,1.0,2.0,1.0,Gd,5.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,461.0,TA,TA,Y,0.0,74.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Oct,2007.0,WD,Normal,170000.0,2162.0,21.0,0,1.5,13.0,74.0,0.0,78.6308973172988,21.0
SC50,RM,50.0,6000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4.0,6.0,1936.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,0.0,0.0,672.0,GasA,TA,Y,SBrkr,757.0,567.0,0.0,1324.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2009.0,WD,Normal,128000.0,1996.0,73.0,1,1.0,10.0,0.0,0.008333333333333333,64.12825651302605,59.0
SC20,RL,82.0,11880.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7.0,5.0,1978.0,1978.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,704.0,Unf,0.0,567.0,1271.0,GasA,TA,Y,SBrkr,1601.0,0.0,0.0,1601.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,478.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2009.0,COD,Abnorml,157000.0,2872.0,31.0,0,2.0,12.0,0.0,0.006902356902356902,54.66573816155989,31.0
SC30,RL,60.0,8400.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2.0,5.0,1920.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0.0,0.0,290.0,GasA,TA,N,SBrkr,438.0,0.0,0.0,438.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,3.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,246.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jan,2009.0,WD,Normal,60000.0,728.0,89.0,1,1.0,7.0,0.0,0.007142857142857143,82.41758241758242,59.0
SC20,RL,61.0,9758.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412.0,LwQ,0.0,251.0,950.0,GasA,TA,Y,SBrkr,950.0,0.0,0.0,950.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2007.0,WD,Normal,119500.0,1900.0,36.0,0,1.0,10.0,0.0,0.00625128100020496,62.89473684210526,36.0
SC20,RL,70.0,7000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1960.0,2002.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,Unf,0.0,422.0,1010.0,GasA,Ex,Y,SBrkr,1134.0,0.0,0.0,1134.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,254.0,TA,TA,Y,0.0,16.0,0.0,0.0,0.0,0.0,No,MnWw,No,0.0,Apr,2007.0,WD,Family,135000.0,2144.0,47.0,1,1.0,12.0,16.0,0.01,62.96641791044776,5.0
SC20,RL,79.0,8910.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1959.0,1959.0,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,Ex,Y,SBrkr,1194.0,0.0,0.0,1194.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,BuiltIn,1980.0,Fin,2.0,539.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2006.0,WD,Normal,159500.0,1849.0,47.0,0,1.0,12.0,0.0,0.008866442199775533,86.26284478096268,47.0
SC160,RM,24.0,2016.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5.0,5.0,1970.0,1970.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,SBrkr,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2007.0,WD,Normal,106000.0,1932.0,37.0,0,2.5,10.0,0.0,0.011904761904761904,54.86542443064182,37.0
SC60,RL,98.0,12256.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1994.0,1995.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032.0,Unf,0.0,431.0,1463.0,GasA,Ex,Y,SBrkr,1500.0,1122.0,0.0,1464.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,2.0,TA,Attchd,1980.0,RFn,2.0,712.0,TA,TA,Y,186.0,32.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2010.0,WD,Normal,325000.0,2927.0,16.0,1,3.5,13.0,32.0,0.007996083550913838,111.03518961393918,15.0
SC20,RL,114.0,10357.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7.0,5.0,1990.0,1991.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.0,Unf,0.0,172.0,910.0,GasA,Gd,Y,SBrkr,1442.0,0.0,0.0,1442.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,719.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,May,2007.0,WD,Normal,179900.0,2352.0,17.0,1,3.0,12.0,25.0,0.011007048373081007,76.48809523809524,16.0
SC60,RL,63.0,9478.5,Pave,Grvl,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,887.0,1134.0,0.0,2021.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,BuiltIn,1980.0,RFn,2.0,422.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Sep,2006.0,New,Partial,274725.0,2889.0,0.0,0,2.5,12.0,25.0,0.00664662130083874,95.09345794392523,0.0
SC60,RL,0.0,8063.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,Ex,Y,SBrkr,948.0,742.0,0.0,1690.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,463.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Nov,2007.0,WD,Abnorml,181000.0,2614.0,7.0,0,2.5,11.0,48.0,0.0,69.24254016832441,7.0
SC20,RL,107.0,11362.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039.0,Unf,0.0,797.0,1836.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0.0,1836.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,862.0,TA,TA,Y,125.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2009.0,WD,Normal,280000.0,3672.0,5.0,1,3.0,13.0,25.0,0.009417356099278296,76.25272331154684,4.0
SC60,RL,0.0,8000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1995.0,1996.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219.0,Unf,0.0,554.0,773.0,GasA,Gd,Y,SBrkr,773.0,885.0,0.0,1658.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,431.0,TA,TA,Y,224.0,84.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2008.0,WD,Normal,188000.0,2431.0,13.0,1,3.5,11.0,84.0,0.0,77.33443027560675,12.0
SC60,RL,80.0,10480.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7.0,6.0,1976.0,1976.0,Hip,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0.0,400.0,803.0,GasA,TA,Y,SBrkr,1098.0,866.0,0.0,1964.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,483.0,TA,TA,Y,0.0,69.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Sep,2008.0,WD,Normal,205000.0,2767.0,32.0,0,2.5,13.0,69.0,0.007633587786259542,74.08745934224793,32.0
SC20,RL,73.0,7100.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1957.0,1957.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708.0,Unf,0.0,108.0,816.0,GasA,TA,Y,SBrkr,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2006.0,WD,Normal,129900.0,1632.0,49.0,0,2.0,12.0,0.0,0.01028169014084507,79.59558823529412,49.0
SC20,RL,66.0,8923.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1953.0,2006.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643.0,Unf,0.0,365.0,1008.0,GasA,Gd,Y,SBrkr,1008.0,0.0,0.0,1008.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,240.0,TA,TA,Y,0.0,18.0,0.0,0.0,0.0,0.0,No,No,No,0.0,May,2007.0,WD,Normal,134500.0,2016.0,54.0,1,2.0,12.0,18.0,0.007396615488064552,66.71626984126983,1.0
SC20,RL,90.0,5400.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,7.0,1954.0,2000.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415.0,Unf,0.0,418.0,833.0,GasA,Ex,Y,SBrkr,833.0,0.0,0.0,833.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,326.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,Aug,2006.0,WD,Normal,117000.0,1666.0,52.0,1,1.0,12.0,0.0,0.016666666666666666,70.22809123649459,6.0
SC20,RL,93.0,12085.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1004.0,Unf,0.0,730.0,1734.0,GasA,Ex,Y,SBrkr,1734.0,0.0,0.0,1734.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,928.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Nov,2007.0,New,Partial,318000.0,3468.0,0.0,0,3.0,13.0,0.0,0.007695490277203144,91.6955017301038,0.0
SC80,RL,0.0,7750.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8.0,5.0,2002.0,2002.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,55.0,408.0,GasA,Ex,Y,SBrkr,779.0,640.0,0.0,1419.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,527.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2009.0,WD,Normal,184100.0,1827.0,7.0,0,3.5,13.0,0.0,0.0,100.76628352490421,7.0
SC20,RL,57.0,9764.0,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,7.0,1967.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702.0,Unf,0.0,192.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,450.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,May,2008.0,WD,Normal,130000.0,1788.0,41.0,1,2.0,12.0,0.0,0.005837771405161819,72.7069351230425,5.0
SC80,RL,85.0,13825.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5.0,6.0,1958.0,1987.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,Y,SBrkr,1021.0,580.0,0.0,1601.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min2,0.0,No,BuiltIn,1980.0,RFn,1.0,300.0,TA,TA,Y,280.0,34.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Dec,2008.0,WD,Normal,140000.0,2134.0,50.0,1,1.0,11.0,34.0,0.006148282097649186,65.60449859418931,21.0
SC20,RL,70.0,7560.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369.0,Unf,0.0,671.0,1040.0,GasA,TA,Y,SBrkr,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,286.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,No,GdWo,No,0.0,Jul,2006.0,WD,Normal,133700.0,2080.0,47.0,0,1.0,10.0,0.0,0.009259259259259259,64.27884615384616,47.0
SC30,RM,59.0,8263.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6.0,5.0,1920.0,1950.0,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1012.0,1012.0,GasA,TA,Y,SBrkr,1012.0,0.0,0.0,1012.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1980.0,Unf,1.0,308.0,TA,TA,Y,0.0,22.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,May,2007.0,WD,Normal,118400.0,2024.0,87.0,1,1.0,11.0,22.0,0.007140263826697325,58.49802371541502,57.0
SC20,RL,84.0,10084.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,1552.0,GasA,Ex,Y,SBrkr,1552.0,0.0,0.0,1552.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,3.0,782.0,TA,TA,Y,144.0,20.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2006.0,New,Partial,212900.0,3104.0,1.0,1,2.0,12.0,20.0,0.008330027766759222,68.5889175257732,0.0
SC20,RL,0.0,8926.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1956.0,1956.0,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,960.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,No,Basment,1980.0,Unf,1.0,288.0,TA,TA,Y,64.0,0.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,Oct,2009.0,COD,Abnorml,112000.0,1632.0,53.0,0,1.0,9.0,0.0,0.0,68.62745098039215,53.0
SC20,RL,50.0,9405.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1947.0,2008.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698.0,0.0,0.0,698.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,No,No,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2009.0,WD,Normal,118000.0,1396.0,62.0,1,1.0,10.0,25.0,0.00531632110579479,84.5272206303725,1.0
SC80,RL,0.0,9125.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,1992.0,1992.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,812.0,670.0,0.0,1482.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,392.0,TA,TA,Y,100.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2007.0,WD,Normal,163900.0,1866.0,15.0,0,2.5,12.0,25.0,0.0,87.83494105037514,15.0
SC20,RL,60.0,10434.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,5.0,1955.0,1955.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005.0,0.0,0.0,1005.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,1.0,TA,Detchd,1980.0,Unf,2.0,672.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Nov,2009.0,WD,Normal,115000.0,2010.0,54.0,0,1.0,9.0,0.0,0.005750431282346176,57.21393034825871,54.0
SC120,RL,53.0,3684.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1373.0,1373.0,GasA,Ex,Y,SBrkr,1555.0,0.0,0.0,1555.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,3.0,660.0,TA,TA,Y,143.0,20.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2009.0,WD,Normal,174000.0,2928.0,2.0,0,2.0,12.0,20.0,0.014386536373507057,59.42622950819672,2.0
SC20,RL,63.0,14572.0,Pave,Grvl,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2004.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,230.0,1530.0,GasA,Ex,Y,SBrkr,1530.0,0.0,0.0,1530.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,630.0,TA,TA,Y,144.0,36.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Nov,2007.0,WD,Family,259000.0,3060.0,3.0,0,3.0,12.0,36.0,0.004323359868240461,84.640522875817,3.0
SC60,RL,59.0,11796.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,1112.0,0.0,1959.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,2.0,434.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2007.0,WD,Normal,215000.0,2806.0,3.0,1,2.5,12.0,48.0,0.005001695489996609,76.62152530292231,2.0
SC90,RM,60.0,7200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5.0,5.0,1980.0,1980.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936.0,Unf,0.0,0.0,936.0,GasA,TA,Y,SBrkr,936.0,0.0,0.0,936.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,672.0,TA,TA,Y,49.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Aug,2007.0,WD,Normal,140000.0,1872.0,27.0,0,2.0,10.0,0.0,0.008333333333333333,74.78632478632478,27.0
SC50,RL,65.0,7804.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4.0,5.0,1928.0,1950.0,Gable,CompShg,WdShing,Plywood,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,500.0,1122.0,GasA,TA,Y,SBrkr,1328.0,653.0,0.0,1981.0,1.0,0.0,2.0,0.0,4.0,1.0,Gd,7.0,Min2,2.0,TA,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,Dec,2009.0,WD,Normal,135000.0,3103.0,81.0,1,3.0,9.0,44.0,0.00832906201947719,43.50628424105704,59.0
SC20,RL,63.0,10712.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,5.0,1991.0,1992.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212.0,Unf,0.0,762.0,974.0,GasA,TA,Y,SBrkr,974.0,0.0,0.0,974.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,No,No,Y,0.0,28.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,Sep,2007.0,Oth,Abnorml,93500.0,1948.0,16.0,1,1.0,10.0,28.0,0.005881254667662435,47.997946611909654,15.0
